council,council_short,FMP_FEP,stock,common_name,sci_name,tier_level,type,notes,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Pinkrose,Pinkrose,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Puget Sound,Puget Sound,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Pygmy,Pygmy,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Redstripe,Redstripe,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Rosethorn,Rosethorn,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Rosy,Rosy,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Silvergray,Silvergray,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Speckled,Speckled,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Starry,Starry,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Stripetail,Stripetail,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Swordspine,Swordspine,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Tiger,Tiger,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Vermilion,Vermilion,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,4010 - 3427-Greenspotted,Greenspotted,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Greenspotted,Greenspotted,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Squarespot,Squarespot,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Vermilion,Vermilion,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Bronzespotted,Bronzespotted,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Chameleon,Chameleon,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Flag,Flag,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Freckled,Freckled,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Greenblotched,Greenblotched,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Greenstriped,Greenstriped,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Halfbanded,Halfbanded,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Harlequin,Harlequin,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Honeycomb,Honeycomb,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Mexican,Mexican,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Pink,Pink,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Pinkrose,Pinkrose,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Pygmy,Pygmy,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Redstripe,Redstripe,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Rosethorn,Rosethorn,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Rosy,Rosy,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Silvergray,Silvergray,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Speckled,Speckled,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Starry,Starry,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Stripetail,Stripetail,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Swordspine,Swordspine,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Tiger,Tiger,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Yellowtail Rockfish,Yellowtail Rockfish,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 3427-Shortspine Thornyhead,Shortspine Thornyhead,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 3427-Shortspine Thornyhead,Shortspine Thornyhead,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Aurora,Aurora,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Splitnose,Splitnose,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Rougheye/Blackspotted,Rougheye/Blackspotted,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Sharpchin,Sharpchin,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Bank,Bank,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Blackgill Rockfish,Blackgill Rockfish,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Redbanded,Redbanded,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Shortraker,Shortraker,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Yellowmouth,Yellowmouth,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Aurora,Aurora,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Blackgill Rockfish,Blackgill Rockfish,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Rougheye/Blackspotted,Rougheye/Blackspotted,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Sharpchin,Sharpchin,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Bank,Bank,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Pacific Ocean Perch,Pacific Ocean Perch,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Redbanded,Redbanded,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Shortraker,Shortraker,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Yellowmouth,Yellowmouth,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Yelloweye Rockfish,Yelloweye Rockfish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,WA-Black Rockfish,Black Rockfish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CA-Black Rockfish,Black Rockfish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Bocaccio,Bocaccio,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Canary Rockfish,Canary Rockfish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Chilipepper,Chilipepper,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Darkblotched Rockfish,Darkblotched Rockfish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Dover Sole,Dover Sole,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Petrale Sole,Petrale Sole,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Splitnose,Splitnose,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Widow Rockfish,Widow Rockfish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Yellowtail Rockfish,Yellowtail Rockfish,,1 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CA-Quillback,Quillback,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Arrowtooth Flounder,Arrowtooth Flounder,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Big Skate,Big Skate,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-English Sole,English Sole,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Lingcod,Lingcod,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,S of 4010-Lingcod,Lingcod,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Longnose Skate,Longnose Skate,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,N of 4010-Pacific Ocean Perch,Pacific Ocean Perch,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Spiny Dogfish,Spiny Dogfish,,2 (Year Based),ramped F with cutoff,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Pacific Cod,Pacific Cod,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific Coast Groundfish FMP,CW-Starry Flounder,Starry Flounder,,3 (Year Based),catch-based,,,,,,
Pacific Fishery Management Council,PFMC,Pacific groundfish FMP,CW-California Scorpionfish,California Scorpionfish,,CA Scorpionfish (Year Based),,Tier not listed,,,,,
Pacific Fishery Management Council,PFMC,Pacific groundfish FMP,CW-Pacific Whiting,Pacific Whiting,,unknown,ramped F with cutofff,Tier not listed,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - California Central Valley: Sacramento River Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,ramped/stepped F ,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - California Central Valley: Sacramento River Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - California Central Valley: Sacramento River Winter,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Lower River Hatchery Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Lower River Hatchery Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Mid-River Bright Hatchery Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: North Lewis River Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Snake River Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Snake River Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Spring Creek Hatchery Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper River Bright Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper River Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper River Summer,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Columbia River Basin: Upper Willamette Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Northern California Coast: California Coastal,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Northern California Coast: Klamath River Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Northern California Coast: Klamath River Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Oregon Coast: Central and Northern Oregon,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Oregon Coast: Southern Oregon,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Cedar River Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Eastern Strait of Juan de Fuca Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Green River Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Mid Hood Canal Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Nisqually River Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Nooksack Spring Early,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Puyallup Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Skagit Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Skagit Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Snohomish Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: Stillaguamish Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Puget Sound: White River Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Grays Harbor Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Grays Harbor Spring,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Hoh Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Hoh Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Hoko Summer/Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Queets Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Queets Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Quillayute Fall,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Quillayute Spring/Summer,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Quinault Fall Hatchery,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Willapa Bay Fall Hatchery,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Chinook salmon - Washington Coast: Willapa Bay Fall Natural,Chinook salmon,Oncorhynchus tshawytscha,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Central California Coast,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Columbia River Early Hatchery,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Columbia River Late Hatchery,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Lower Columbia Natural,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Oregon Coast Hatchery,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Oregon Coast Natural,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Oregon Production Index Area: Southern Oregon/Northern California Coast,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Puget Sound: Hood Canal,coho salmon,Oncorhynchus kisutch,NA,stepped F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Puget Sound: Skagit,coho salmon,Oncorhynchus kisutch,NA,stepped F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Puget Sound: Snohomish,coho salmon,Oncorhynchus kisutch,NA,stepped F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Puget Sound: South Puget Sound Hatchery,coho salmon,Oncorhynchus kisutch,NA,stepped F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Puget Sound: Stillaguamish,coho salmon,Oncorhynchus kisutch,NA,stepped F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Grays Harbor,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Hoh,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Queets,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Quillayute Fall,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Quillayute Summer Hatchery,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Quinault Hatchery,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Strait of Juan de Fuca,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Willapa Bay Hatchery,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Coho salmon - Washington Coast: Willapa Bay Natural,coho salmon,Oncorhynchus kisutch,NA,constant F,,,,,,
Pacific Fishery Management Council,PFMC,Salmon FMP,Pink salmon - Puget Sound,pink salmon,Oncorhynchus gorbuscha,NA,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,Golden Crab FMP,Golden Crab,Golden Crab,,5,constant catch,,,,,,
South Atlantic Fishery Management Council,SAFMC,Shrimp FMP,Brown shrimp,Brown shrimp,,NA,none,,,,,,
South Atlantic Fishery Management Council,SAFMC,Shrimp FMP,Pink shrimp,Pink shrimp,,NA,none,,,,,,
South Atlantic Fishery Management Council,SAFMC,Shrimp FMP,Rock shrimp,Rock shrimp,,NA,none,,,,,,
South Atlantic Fishery Management Council,SAFMC,Shrimp FMP,White shrimp,White shrimp,,NA,none,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic dolphin/wahoo FMP,Dolphin,Dolphin,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic dolphin/wahoo FMP,Wahoo,Wahoo,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex ,Yellowedge Grouper,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex ,Silk Snapper,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex ,Misty Grouper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex ,Sand Tilefish,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex ,Queen Snapper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Deepwater Complex ,Blackfin Snapper,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,White Grunt,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,Tomtate,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,Margate,,4,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Grunts Complex,Sailor's Choice,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Jacks Complex,Almaco Jack,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Jacks Complex,Banded Rudderfish,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Jacks Complex,Lesser Amberjack,,5,catch-based,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Black sea bass,Black sea bass,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Blueline Tilefish,Blueline Tilefish,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Gag,Gag,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Golden tilefish,Golden tilefish,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Greater amberjack,Greater amberjack,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,FLK/EFL Hogfish,FLK/EFL Hogfish,,1,constant F,,,,,,
South Atlantic Fishery Management Council,SAFMC,South Atlantic snapper grouper FMP,Mutton Snapper,Mutton Snapper,,1,constant F,,,,,,
